Review,Rating
"excellent service location nice hotel, quiet, large clean rooms, desk staff excellent, nice private bar relax, walk,  ",5
"great location terrific service booked montecarlo reading fabulous reviews tripadvisor stayed 3 nights aug. given read fair say pretty high expectations paid 207 euros night, overall say lived having spent 3 weeks travelling spain staying hotels not sure deserves incredibly high praise given not cheap no doubt location handy la rambla touristy bit tacky, walk sights metro bus stops closeby, hotel staff excellent, friendly incredibly helpful, got recommendations hotel manager day left driving north pyrenees fabulous, went way assist called hotel did searching internet, room comfortable quiet, minor point high tech beds squeaked bit rolled, internet access room little expensive free lobby.breakfast reasonably priced tasty, overall good choice not entirely sure pay,  ",4
"second time hotel didnt disapoint staying hotel 2007 revisited 2008 did not disappoint, centrally located la ramblas great desk kiki looked 2007. whilst time not upgraded lovely room overlooking la rambla highlights spain won world cup great open balcony outside look celebrations street slightly noisy special night, freshly squeezed orange juice breakfast remembered free internet lovely reasonably priced breakfast, stay, seeking nice restaurant dinner highly recommned attic couple doors hotel good food great service try window table overlooks la rambla sit terrace,  ",4
"agree, excellent hotel location location location.excellent hotel staff, minor complaint-slippery fiberglass jacuzzi tub room 209,  ",5
"fantastic hotel location service great hotel fantastic location, visit barcelona definately cetainly stay hotel again.the staff friendly n't help, room great vey quiet breakfast lovely.we recommend using barcelona tour bus good overview city,  ",4
"fiesta la rambla stayed 3 nights montecarlo june 27-30 able positively verify written beautiful hotel, room superior room 101 not overlooking la rambla inner courtyard exceeded expectations way bathroom space comfort softness bed, quietness night hotel coincided spain vicory euro 2008 altough la rambla soon filled cheering celebrating supporters heard absolutely no noise whatsoever inside room, furthermore location hotel hardly bettered friendly staff possible step help looking nice restaurant eixample open sunday not reception staff not recommended checked websites order make positively sure, definitely stay,  ",5
"not better apprehensive photos room old fashioned bed tv reviews promising booked spending nights fabulous spacious modern room plenty light quiet hoped for.it right ramblas convenient staff helpful restaurant reservations provided herald trib papers, chocolates appear pillows night, bed adjusts like hospital bed tub jacuzzi advertised, plenty space clothing couch flat screen tv comfortable chair, wifi rooms lobby.prices varied night 177 euros 220 euros felt fairly priced, solarium roof prefer walking streets magnificent city.people desk pleasant helpful, return hotel recommend hesitation,  ",5
"great place barcelona great hotel* fantastic location* peaceful quiet* beautiful room bathroom great bath shower* happy smiley helpful staff* yummy breakfast* perfect 3 day stay,  ",5
"amazing montecarlo reviews great read booked certainly not disappointed, stayed room 209 hotel not view room just refurbished.wooden floors white linen fluffy towels slippers dressing gowns greated beautifully appointed bathroom stocked essentials, best hairdriers hotel long time.there safe free room cleaned turned day.breakfast hotel 9e+tax worth usual continental selection cerials bacon eggs fresh fruit copious amounts tea, ate breakfast places stay hotel offered far best selection price.staff hand help provided great advice getting resteraunts area, felt hotel secure reception manned around.the montecarlo certainly stay right heart need break barcelona,  ",5
"wife stayed hotel montecarlo 2 nights prior mediterranean cruise, requested view rambla accomodated 5th floor wonderful view, surprised quiet considering number people strolling area, room large bathroom wonderful clean, desk folks eager recommended restaurants request, atm machines located right outside hotel entrance provided euros current rate saved small fortune exchanging dollars, location close main plaza able catch tour buses great sightseeing, stay provided tremendous beginning spectacular vacation, visit barcelona definitely include return hotel montecarlo,  ",5
"gem, just come 3 nights hotel, gem place, right las ramblas ca n't hear noise.rooms spacious look website clean, staff fantastic excellent english polite helpful, breakfast 9 euros good excellent fresh orange juice, definitely stay,  ",5
"excellent hotel stayed monte carlo 2 nights post-cruise n't happier choice.the hotel baroque appearance outside lovely illuminated night modern inside, moment taxi pulled door staff n't helpful did lot bags quiet room hotel furnished modern style jacuzzi bath lovely cramped shower emerald princess, bathrobes supplied did n't use, little complaint bath slippery welcomed bath mat showering, hotel ideally situated right la rambla near catalunya place central spot e.g, catching turistic bus circumnavigates main attractions city routes north south highly recommended, staff helpful suggesting good eating places great recommendations tapas, ate breakfast mornings 9 euros person worth, certainly stay monte carlo,  ",5
"ideal hotel superb staff ideal location want centre barcelona easy areobus airport, room hotel quiet peaceful spite busy las ramblas air conditioning jacuzzi bath adjustable beds perfect hot day doing tourist bit staff helpful friendly provided information advice asked guide, excellent restaurants happy recommend taxidermista placa reial 8 just las ramblas citrus paseo grÜècia 44 just placa catalunya plenty excellent cafe cervesaria tourist bus ideal way city decide want visit day ticket reasonable.the downside noticed sewers occaisionally bit smelly barcelona definitely worth visit,  ",5
"fantastic hotel ideal location 3* hotel definately under-rated, given 4*, hotel fantastic, rooms boutique size jacuzzi bathroom 5* status, prior arrival informed hotel day break fact birthday surprise, end bottle chilled champagne awaiting arrival room, room 4th floor balcony looking la rambla, view bettered view hotels 6th floor sun terrace, staff especially reception friendly helpful knowledgeable, breakfast good continental hot available, fresh orange juice coffee served directly table, location hotel class centre la rambla main square right port area left, main points walking distance hotel.just traveller tips taxi airport hotel door 20 euros, hotel door airport 30 euros, sure price prior leaving hotel.a pint beer la rambla 9 euros, just round corner price drops 4 euros.beware conmen matchboxes routine, work group produce crowd enticing tourists,  ",5
"amazing, husband visited barcelona june 2007 stayed montecarlo, hotel exceeded expectations level, checked desk friendly staff spoke perfect english informed upgraded nicer room, booked travel site got great rate room jacuzzi tub separate shower, bathroom marble bigger rooms stayed travelling europe stay montecarlo desk staff helped suggestions reservations dinner, suggested fantastic restaurant paella forever memory, hotel ideal location bit noisy las ramblas, light sleeper brought ear plugs just case pleased them.i definitely recommend hotel, barcelona experience,  ",5
"truely fantastic hotel great hotel, staff superb helpful friendly, room lovely return hard day sight seeing cool clean peaceful serene, bath fantastic great long relaxing soak,  ",5
"5 star review montecarlo, booked hotel based reviews not disappointed, just looked dozen reviews dead on.i nevous given picture hotel web site rooms 512 513 nicer pictures.location las ramblas portaferissa 100 yards south placa catalunya transport hub including 4 metro lines airport bus tourist buses gothic quarter 400 yards cathedral.room stunningly modern great cabinets fixtures bathrooms, double glass doors eliminate noise ramblas balcony important 3rd 4th floors 5th floor really just floor ceiling sliding glass doors thougtht breakfast stylish worth experiencing days got bread cheese ceral supermarket street.theres no coffee room morning people hard cup 9 european coffee brought no-doz, theres burger king mcdonalds ramblas.i n't know fine dining ate prety cheap attic 20 yards south hotel good entres 10 14 euros theres plenty fast food las ramblas, boqueria market 70 yards south sorts fresh fruit cheese worth seeing tourist attraction, fresc chain 6 barcelona salad/pizza/pasta bar, theres near museo picasso north placa catalunya block half west hotel.teenage girl shopping south eastern edge placa catalunya porta d'angel parallel las ramblas placa catalunya portaferissa portaferissa las ramblas port d angele mail questions pcatalan nycap.rr.comhave ball,  ",5
"fabulous stay, comfortable close fun, touring spain week wonderful treat stay comfortable quiet happening place, beds fabulous bedding, room overlooking las ramblas noisy place, double-paned double doored sliding doors worked like charm, heard no noise coming street, room nicely appointed ac perfect, weather 100 degrees day really needed relief heat.the desk clerks super friendly available knowlegible places wanted visit, backup, spoke english well.the plumbing quiet amenities definitely star, ca n't higher rating no restaurant no pool hey comfortable food available las ramblas n't issues me.i highly recommend staying las ramblas happening place, yes held purse close times did spain, loved fun street performers hours day night, best town just euros tips ate wonderful tapas place called la lluna block away, open lunch 12 euros person not fabulous deal best meal spain, hop-on-hop-off bus disappointing, hot bus lines long did n't really want, felt did n't really close gaudi houses maybe 1/2 hour tour rest 1.5 hours drive red line just driving drop people different stops block away really n't peek bus, say worth doing day, summer lines slow fine.due location busy street taxi drivers drop hotel, n't problem friend bag, did n't walk far, traveling bags carry rethink staying here.i loved hotel heartbeat,  ",5
"nice hotel great location good value hotel montecarlo nice hotel located right las ramblas main thoroughfare barcelona, rooms spacious clean television air conditioning safe, staff helpful speak excellent english, definitely return,  ",5
"loved hotel thankyou trip advisor february went trip advisor site check hotels book cruise line post cruise, glad did hotels got poor reviews pricey.i highest rated hotel site montecarlo la rambla, immediately tried book sites sold got room forth site.pricing euros hotels cruise line offered.we arrived early staff lovely room 20 minutes.the room like mini suite huge bathroom jaccuzi tub.since hotel busy street special noiseproof blinds adjust remote..they excellent security free internet lobby, location great.this hotel exceeded expectations,  ",5
"hotel businness just 3 day stay montecarlo picked hotel based reviews agreed reviewers not disappointed hotel, receptionstaff helpful trying trace missing suitcase making phone calls airport, quite room restful,  ",5
"n't better, husband stayed montecarlo night honeymoon based recommendations tripadvisor, n't happier hotel, staff extreemly warm friendly spoke languges communication problem, did extra makes place memorable special, room beautiful immaculate spacious not single issue noise street, bathroom jacuzi tub shower nice especially bathroom used cruise ship, hotel right middle want close shopping food live outdoor entertainment area safe, bus tour city walking distance tons great places eat realxing beverage people watching las ramblas, small bar hotel quiet romantic escape social atmosphere street, highly recommend hotel looking memorable time barcelona not disapointed,  ",5
"refinement quality great value stayed 4 nights perfect, clean modern presented spacious rooms, hotel history tastefully modernised, perfect, hotel real touch class not big means staff know make sure needs met fully intrusive, language skills staff excellent speaking range languages, nothing bother staff not praise, check-in check-out smooth, sun terrace roof nice touch offered chance relax outdoors, public areas/ lifts/ bar immaculate, free internet access lobby bonus need wait 1 pc, location excellent la rambla, right 2 metro stops close catalunya square, travel reviews barcelona paint grim/ dangerous picture marina/ beach area end la rambla, guess journalists stepped far outside kensington travels, areas fantastic, saw problems crime testify high level investment areas lovely, sound proofing room excellent heard noises main street, room jacuzi robes marble floor bathroom, did not room price probably not pay extra night time sure rooms great.i definitely barcelona definitely recomend montecarlo.loads great places eat barcelona does pay away la rambla possible quality improve prices, went fc barcelona play champions league easy tickets day game buying stadium pices 28 euros seat bought excellent seat fro 46 euros,  ",5
"spent vacation barcelona, monte carlo place cap perfect trip, staff helpful polite, ask room 308 quiet deluxe moment step room, hard beat location, just doors fantastic restaurant attic recommendation friendly staff fabio desk.rk,  ",5
"lovely comfortable room just returned 5 day trip barcelona 25th wedding anniversary couldn`t chosen nicer convenient hotel stay, room 4th floor small balcony views la ramblas, hotel sent big bottle cava unfortunately didn`t time finish, husband doesn`t drink, room beautifully cleaned stocked toiletries day dream return long day sightseeing, big thank staff montecarlo,  ",4
"lap luxury stayed night 5* hotel booked unable house night refurbishment, told lower class hotel booked suite, astonished read montecarlo 3* hotel head shoulders 5* hotel booked, service impeccable, doorman came mod cons worked handed map various leaflets events attractions city arrival, recommended restaurants wrote names map tapas restaurant said favourite turned treat, room utterly fantastic, cool spacious no street noise whatsoever despite location bustling la rambla, room stylish sophisticated plenty storage overlooked pretty courtyard, electrically adjustable beds electric blinds operated bedside, small living room area comfortable mini bar extremely good value 1.5 euros soft drink opposed 5 euros 5* hotel rest stay, best feature fantastic jacuzzi wonderful touch relaxing, hydrotherapy shower little baffling wish stayed little longer worked, felt like little paradise heat mania city return barcelona doubt stay here.great location wonderful staff fabulous rooms book,  ",5
"lovely hotel perfect location stayed hotel start honeymoon based read tripadvisor, having looked website e-mailed hotel making booking mentioned starting honeymoon received e-mail giving discount room cheaper going book, checked received champagne strawberries congratulatory note staff, hotel las ramblas perfect location lots shops restaurants bars nearby, open tour bus routes run road metro stations street.our room suite jacuzzi bath steam sauna shower great worked use, beds remote control comfort beds amazingly comfortable, staff friendly honest actually received having left hotel left bin plastic bag throw away definitely recommend hotel,  ",5
"value hotel expected, entering marble steps marble pillars impressed, stayed 3 star properties finest, 2 elevators empressive lobby bar breakfast room main floor, beautiful sitting room floor view las ramblas, rooms appointed 10 foot ceilings beautiful crown moldings, adjustable bed extremely comfortable, double windows double pain glass noise electric shade completely darken room, mini bar jacuzzi tub t.v, ppv movies robes amenities higher rated hotel, staff extemely helpful friendly, location n't better just 5 minutes las ramblas placa catalunya, ca n't wait stay, pajamas,  ",5
"hard imagine better home base barcelona montecarlo just price range came close saving difference bynever needing public transportation location heart barcelona wanted beautiful walk away, sants room large modern luxurious, staff friendly competent took care making sure cab waiting 3am time train station just generally incredibly comfortable stay.nitty gritty standard relatively reasonably priced mini bar standard safe good size closet separate dressing area double paned windows bidet jacuzzi.complaints, no balcony montecarlo rooms just asked montecarlo incredible view ramblas barcelona little torturous night sun did really amazing thing, roof deck closes sunset suppose keeps party man bummed headed jug sangria, just adjustable beds pretty entertaining great waking lying reading guidebooks no getting fact single beds pushed kind irritating kind couple sleeps curled, fell middle strongly recommend montecarlo friends family visit barcelona look forward returning soon,  ",5
"good hotel great position/view went hotel december daughter aged 9 birthday, booked junior suite consisted bedroom separate living area little patio shower/hydro sauna combination jacuzzi bathroom, annoying factor booked online request extra bed child comments section phoned srs make sure possible room type booked n't specify child occuping room parents line, arrived hotel claimed not informed no record request, appeared manager day bit huff puff putting extra bed rollaway style, little annoying particularly little daughters birthday present, thought bad form charge adult rate extra rollaway bed 50 night memory serves correctly particularly suite separate area, reading fine print booked say children 3 charged rate.eventually sorted room nice thought little dark hotel.. did little balcony nice, decor little brown/white minimilist liking, liked tea/coffee making facilities room did order snack/drinks room service fine.the general staff pleasant helpful, hydrosauna fun instructions not great.. took little time work steam room effect it.. wait quite going n't working hydromassage takes working well.. got hydromassaged heads.. n't work stop jets suitable tall people think, need new plastic instructions shower ones inside worn away parts, view hotel just fanstastic barcelona bustling mime artists middle boulevard middle, short walk cathedral xmas nice market, metro stop close hand handy visiting spots.overall good hotel reasonable rooms great position,  ",4
"nice great location stayed hotel montecarlo past, pleased, staff friendly helpful hotel clean, far location concerned n't think better barcelona, walked, room bit small comfortable, room facing rambla enjoyed sipping wine late afternoon deck, forget hottub wonderful bath salts, just blast, traveled spain france germany austria year, enjoyed great hotels great locations, quite frankly hotel montecarlo stands, just came munich stayed hotel kapinski right maximillian strasse, nice hotel great location triple price montecarlo, montecarlo wins, hope enjoys hotel did, sure,  ",5
"standard 3-star property nothing stayed montecarlo nights december 3-5, got good deal srs website included free room upgrade available, information hotel website complete lie, claim rooms adjustable beds massage tubs, not true, called standard room none facilities, secondly free room upgrade did not exist according staff print said no, paid extra 30 euro night upgrade, said bad information information website, getting pissed got deal worked stay night standard room night upgraded room extra charge, standard rooms nothing small room uncomfortable bed, opinion standard room representable 2-star hotel nothing, upgrade room lot better bigger brighter adjustable beds water jet tub, beds comfortable thing care hotels bed, room quiet, staff mixed bag rude arrogant serviceminded people met hotel, lucky reserved hazzle montecarlo good 3-star hotel, given problems not recommend hotel thing stopped giving terrible rating a-class location hotel staff tried really hard fulfill obligations upgraded room comfortable quiet, 4-star hotel instead pay just bit fact montecarlo basic 3-star property nothing,  ",2
"n't stay really not fault hotel, room great staff helpful friendly polite, hotel right centre las ramblas just need tourist point view,  ",5
"loved hotel, husband stayed hotel mediterranean cruise august, cruise stayed different hotel barcelona, hotel wonderful, staff helpful spoke perfect english, room comfortable ended taking long siesta fluffy comforter craftmatic adjustable bed, able relax jacuzzi tub marbled bathroom, great, recommend hotel, great location,  ",5
"n't better, best location barcelona, right ramplas double glazing noise night, smart rooms electric beds powerful jaccuzi baths, big balcony.excellent buffet breakfast 12 sorts tea, friendly bi-lingual staff sort restaurants taxis etc.very good prices, 3 star hav n't got restaurant great restaurants area no disabled access built write tomorrow,  ",5
"bed bugs, selected aparthotel acacia based reviews trip advisor, needed room persons aparthotel acacia highest rated hotel slept three.the location residential area not tourist area, metro stop located nearby access barcelona easy, rooms large european standards small refrigerator kitchenette, wi-fi free.but concern involves bed bugs, morning following night noticed bites stomach, years travelling experienced bed bugs thought nothing bites, spent day seeing sites went late dinner, returned night wen change bed clothes realized covered bites torso 90, tired worn day spain no way sleep room 401, called desk told bed bug bites gave room, packed belongings moved 6th floor, just unpacking called told needed room, time got moved settled keys desk 1:30. husband tired frustrated talked desk compensation asked night night stay desk told not authorize sure agreeable.i freaked spent time researching bed bugs internet, news not pleasant, difficult terrible rid, not necessarily caused lack cleanliness actually travel people luggage, hide come hour dawn, transient room room live 18 months feeding typically feed 4-5 nights, needless say did not sleep night stay there.in hindsight moved hotels busy easter weekend finding room persons difficult.the morning went desk spoke day manager, showed photo bites did exist, wanted know took seriously treated room 401 extensively, returned day touring told did not bugs, did not allow animals hotels hotel clean, offered 5 discount 35 euros not believed bed bugs incovenienced twice- ha, joke.i tried contact hotel owner directly ensure aware concerns ask compensation, received no response.my bites did not multiply did continue moe uncomfortable affected pleasure vacation, husband daughter wound bites, continued read bed bugs taking home, bed bugs nasty people actually homes not rid them.upon arrival home forced wash hottest possible water dry 20 minutes, mean sealed sterilized frozen known computers nothing safe bed bugs, possible stop contamination home.but want warn future travellers beware aparthotel acacia, cleanest hotels suffer bed bugs, aparthotel acacia did not situation seriously treat not room 401 entire hotel recommended pest control specialists bed bug infestation continue,  ",1
"lacks good customer service requested room non-smoking hotel not ready promised waited lobby hour, not ready hour wait decided eat, came room obviously smoking room air reaked cigarette smoke, time no non-smoking rooms available hotel away street settle room facing noisy street, room okay ambulance sirens night long hotel near hospital motorcycle noise numerous barcelona, arrived hotel 10 hours traveling anxious room wash relax went eat, ensuing problem hotel room not ready not getting requested room disappointing, impossible prevent shower water splashing bathroom floor inadequate dangerous shower door, room lights work hotel card key slot wall, actually use hard card like credit card lights stays room, avoid wasting money coffee machine lobby coffee tasted somewhat like sewer water hotel staff not reimburse, parking fee hotel cramped required numerous maneuvers reverse turns, forget parking car larger compact car,  ",1
"great spot, stayed wife acacia nights june moving barcelona hotel join friends, great hotel large quiet one-bedroom unit large bathroom small convenient kitchen area, spotlessly clean desk staff friendly helpful, lots shops restuarants area best meals week barcelona lunch restuarant right door hotel right hotel facing, added bonus nearest subway station just 1/2 block away, hotel 8 blocks rambla catalunya 15-20 min, walk placa catalunya/la rambla, hotel pick return barcelona,  ",5
"excellent location good stay, mother-in-law wife spent week aparthotel acacia, positives hotel excellent location major street 50 meters metro station easy access public transportation busses d'urgell street connect busses going places like parc montjuic sp, numerous good restaurants cafÄs easy walking distance care breakfast/lunch/dinner needs, ate breakfast hotel offers not comment, small kitchen table dining perfect needs couple dishes glasses kitchen, n't plan doing cooking bowl cereal heating soup, no problem, staff general polite helpful.nearby restaurants particulary enjoyed included tapas bar just metro stop quick breakfast good tapas night, 2-3 blocks north street excellent meal la cratera.negatives little disappointed arrangements family like, living area bedroom area not sepearated true floor ceiling wall not complete privacy areas, bath/shower tub worrisome high edge no grab bars difficult step mother-in-law 1 short 2 older, tile floor smooth tub floor slippery wet wife worried time mother showered, interested watching television room little disappointed small 13 inch, television 3 button remote on/off channel up/down volume up/down, not room watching tv not issue.also shampoo/conditioner offered bath gel like soap, care bring shampoo/conditioner buy farmacia, wo n't 24-hour convenience store neighborhood farmacies close 9 pm think.overall price hotel good amenities excellent location, couple like space typical hotel children friends n't require privacy etc. think excellent hotel, not typical tourist area fairly easily n't problem metro busses course helps speak read spanish, recommend booking directly hotel website allows on-line reservations,  ",4
"b good location.doesnt serve tea coffee apart breakfast time, no facilities room either.very comfy beds.very clean.nice decor.had rooms no views atall, definately want possible time.alsatian dog lobby breakfast room.very steep stairs.not suitable mobility problems.all satisfactory.would stay,  ",3
"b stayed weekend boyfriend, room 239 ask saving grace, not real hotel like bed breakfast, like staying grandparents house grandparents cash strapped n't redecorated 30 years, shabby no real hotel service, key door no typical hotel amenities, location ca n't beat, lovely, room 239 large huge bay windows great view canal, walls cracking old bathroom newish clean, imagine better value money amsterdam loved view size canal facing room,  ",2
"bad choice agian booked hotels1800 website trusted good hotel, arrived starters lights falcon plaza sign half working.. thought oh no.. thats bad sign.. arrived room extremely small pokey dingy bathroom extremely tiny.. carpets throughtout old shabby place stank lift years old, far away main areas..,  ",1
"booked break holiday travel firm told hotel vacancies, arrived, check fine got second floor couple builders working lift, laid planks wood cabling plastic pipes right did n't offer struggled past suitcases, not good start reached room looked ok glance entering bathroom disgusting, dried blood wall bath filthy, cleaned do.breakfast morning nothing write home limited choice.we great time city returned hotel arrived home wrote travel company let know, life complained holiday, negative view trip advisor yes hotel really bad,  ",1
"acceptable average stayed nights falcon december 2007.my criteria hotel price location safety cleanliness, forgiving comes price location, safety cleanliness non-negotiables, having said breakdown falcon:1. price amsterdam expensive city hotel priced slightly average zone.2, location short walk 8-15 mins depending pace city centre not doorstep, no shops cafes really near hotel not keen walking hotel not you.3, safety felt safe time hotel streets nearby n't crazy about.4, cleanliness room cleaned everyday.i rating hotel average items listed beds really really lousy service desk little brisk not rude just not engaged,  ",2
"not brilliant just got 3 nights hotel.things good location not picturesque amsterdam 10 mins walk centre.helpful staff staff trying helpful.free wake calls.things bad no bar website booked just checked whilst writing stated hotel bar does not, bar good place meet reasons chose hotel others.we complained reception not interested said write owner.heat outside radiators room barely warm cold.room size little floor space, 2 not changed dressed time.noise exactly people room n't loud towels thread bare holes.bathroom toilet near wall not leg room, 6 foot tall ca n't sit lift old style manually open door nothing protecting moving wall, not kids.stairs imho not suitable children wide bending staircase small steps easy miss fall on.i lost footing grabbed handrail came away wall.breakfast limited selection continental, bread rolls dutch taost couple jams butter cold hard boiled eggs shells 1 cheese 2 cooked meats, cerial couple fruit juices, plus hot drinks, not biggest selection seen little really appeals, ate chose eat town pay extra.no batteries tv remote control pet hates easy thing right smoky smell apprently day guests dropped cigarettes lift caught, consequently hall way lift smelt strongly smoke, apparently just got lifts working not recommend hotel lifts order comments stairs.overrall condition hotel tired worn, lots things look used chipped cracked loose, attention cleaning better, stories heard hotel long way worst amsterdam, better similar money too.we great weekend good company amsterdam great city,  ",2
"pay come instead running hotel ground lets honest cheap, pay cheap cheap.a group stayed hotel 2 nights 2004. wanted central location reasonable price, exactly falcon plaza gave, no frills, got paid, rooms basic clean breakfast plentiful.do n't come expecting ritz disappointed, good value money selling point,  ",3
"great value money reading reviews hotel booked girlie weekend december reservations soon arrived management helpful room booked ready early large warm clean, paid 100 euros nights bed good continental breakfast feel definatley got alot money, hotel new management definatley recommend looking stay central location amsterdam budget use hotel future,  ",4
"nice quiet place stay near museums concertgebouw enjoyed stay hotel kasteelen, looking quiet friendly place near rijksmuseum van gogh museum concertgebouw 5-10 minutes away good place stay, breakfast buffet really delicious pretty room, leave airport 8 a.m. breakfast hostess kindly left cheese fruit juice bread start day, looking excellent non-smoky unusual amsterdam place food really enjoyed renzo deli 2 blocks away, 20-23 euros excellent meals pasta veggies wine dessert,  ",4
"excellent boutique hi travellers friend working amsterdam month december flying visit stansted 15/16 dec meet, read reviews site match real thing, no hesitation suggesting reviews given spot cheers adam,  ",5
"star quality star hotel partner planned day holiday amsterdam february quite frankly booked hotel remain nameless city, reading reviews website decided cancel original booking hotel van kasteelen instead glad did.this lovely little hotel minutes walk van gogh museum main concert hall nice convenient quiet night suits fine, minute walk gets nearest tram stop no, 5 tram takes main areas amsterdam leidseplein bustling tourist areas, cosy little restaurants deli places near van kasteelen properties residential small hotels.on arrival hotel pleasantly surprised cleanliness new appearance interior, looked brand new spotlessly clean, cherry wood furniture hotel design style reception dining/ breakfast room room having smart minimalist modern touch.the room floor accessed traditional suicide stairs state art otis lift kind really big posh hotels, doors accessed electronic keycard big hotel touch, inside room neat tidy spotlessly clean looking decorated day, bathroom fitted up-market grohe taps thermostatic bath/shower mixer, neat wall-hung wc basin bath hard-wired hairdryer completed setup, looked brand new.there ubiquitous tv set telephone modem point laptop users wardrobe contained safe programmed security code, thing wished not present tea making facilities, single beds spotlessly clean comfortable plenty covers comfortable cosy.breakfast simple plentiful comprising selection fruit yogurts cereals choice bread cold meats cheeses croissants eggs bacon like, tea fruit juices coffee available refills desired, service prompt courteous, truly lovely little hotel run polite customer- oriented people.in stay amsterdam absolutely wonderful, weather excellent flights time food great hotel jewel crown really, not reccommend hotel, worry popular wo n't able room time,  ",5
"excellent hotel reading trip advisor chose hotel not disappointed, previously stayed nh caransa previous trip, van kasteeleen lovely hotel high standard cleanliness, double room ensuite quite spacious, bed really big comfortable shower excellent, breakfast best tasted served 10.00, fresh fruit salad available wide variety cereal eggs bacon wish, hotel accessible serviced trams 5 16 walking distance centre amsterdam, definately stay, reasonably priced includes excellent breakfast, booked easytobook.com,  ",5
"expected tripadvisor reviews, chose amsterdam short post christmas break selected hotel based tripadvisor reviews, excellent hosts obvious pride ownership helpful friendly, furnished clean small rooms little cupboard draw space certainly warm cold spell january.. good quality breakfast included rate, location ideal concert hall museum area attractions little far centre town unless use public transport close enjoyed stay think hotel excellent short break n't expect spend time room,  ",5
"place chance, hmmm say little petrified staying given previous discomfiting reviews mildly say, got verrry cheap deal lastminute 3 night breack ba flights consider leg journey cost essentially got hotel free, seeing no thing free meal expecting dirty hell hole rude staff happily report proven wrong, staff curteous gave maps area check, took stairs room 110 adequate space spotlessly clean, toiletries fluffy towels changed day combs provided, want extra safe remote control tv hired, airconditioning worked beds fine, hear toilet flushed room bathroom noisy czechs room adjacent hotel noisy times, bring earplugs sleeping pills bothers you.as noted reviews hotel placed, head road universitat short stroll good places eat bit direction eixample gay district, east la rambla come emerge way fine.for planning trip try getting train airport taxi, airport buy ticket machines t10 zone 1 costing approx, pretty barcelona possibly need, t10 carnet 10 single trips used trains metro buses, train departing airport center, change passeig gracia stop sants hop metro sant antoni stop, 4 minute walk hotel entire journey cost, bargain, did n't try hotel 0 bargain coffee shops carrer sant antoni croissant sandwich coffee barcelona wonderful city,  ",4
"hotel rwanda, friend stayed hotel 3 nights july 07.ok lets begin location hotels location pretty good regards distance las ramblas minute walk, square adjacent hotel gathering point locals use street public toilet facility, upside location spar corner open 24 hours good thing.now lets turn room, basic- bed bathroom shower smal table small mirror.bathroom steamed shower nearly lost friend couple times.a tip hotel install fan, room didnt feel secure no lock door anybody access room time, suppose true u u pay ure looking cheap stay good location measures okay.oh forget outside hotel bit offputting completely reconstruction scaffolding covering hotel.but looking arent planning spending time fine, luxury left door enter place ps, no evidence mini bar beds stone age,  ",2
"ok took little time hotel main st anthony road hotel general ok. room clean tidy 6th floor really moan room bed like sleeping brick, complained nothing long weekend n't bad suppose.the breakfast good continental staff generally friendly helpful.but major complaint car, hired airport arrived barcelona decided abandon weekend underground excellant etc.as no place park hotel use hotel car park 3 nights astonished 18 euro night charge applied residents, gave mouthful departure tell told n't adamant pay 54 euros, n't impressed, barcelona city great n't car really unnecessary n't,  ",2
"central-ish location not value money, family weekend break 3 nights, problem taxi driver struggled hotel, reception staff friendly helpful wanted payment start stay left feeling concerned late backout, rooms varied size different levels fittings different levels repair, swapped sons original room 3ft hanging space no shelves used spare bed suitcase clothes, rooms dark little natural light surrounded small overlooking rooms, beds uncomfortable linen towels ok. bathrooms ok little small mould floor got wet shower kept clean, breakfast extra basic continental, hotel close metro did walk city centre evening, surrounding area little seedy prostitues streets, not 3 star hotel not value money not,  ",2
"uncomfortable hotel hotel located dirty street stinks birds wee, rooms look square gathering place tenagers drunks prostitutes noise goes til early hours, beds old not carefull slide wonky mattresses bitten times sort bed bug.hotel generally clean apart beds staff helpful, breakfast 10 euros pp basic bit bread cheese ham no eggs normally expect 3* hotel.as seasoned traveller stayed plenty hotels not recommend hotel,  ",2
"not best booked city break late prices soaring saw hotel looked reasonable booked 3 nights, unfortunatly did not look booked did look, reviews good not good went thinking ok.when got staff friendly did n't look spectacular n't awful, expected hearing reviews room small adequate view window awful did look like sort disused elevator shaft not nice, room darkand light times buton hand bathroom large clean.the bed hard not un- sleepable thats word, did not sleep walls paper people shouting running stairs 3 morning hear people talking room not mention things, option stay would'nt saying good location ok not best wouldn'nt recommend walking late night.in opinion stay,  ",2
"good location loud hotel ronda great location minutes walk ramblas metro station, initially worried staying el raval rough reputation contemporary art museum gentrified area trendy cool bars shops, glass doors balcony paper-thin walls not recommend place bad sleepers, hard siesta kids outside screaming mira, mira, mira, apart room/bathroom big clean hotel provides tourist needs,  ",4
"clean friendly hotel hotel clean staff friendly booked told hotel las ramblas disapointed good 15 minute walk away, breakfast really good set mid afternoon, getting steam catch aerobus ouside airport barcelona centre placa catalunya cost nothing compared price taxi expensive bus taxi rank toyou taxi hotel bearings, adise purchase bus turistic ticket open bus taking main sights bus like, cost 16 euros 1 day 20 2 days,  ",3
